sex,pidate_mo,phealth,mhealth,worry,raceorig,ageworkforpay,marstat,educ,employ,age,hrswork,income,lifesat,sleep,selfesteem,worksatis,workdauth,workdemands,workcosupp,worksupsupp,workdiscrim,workineq,posworktofam,negworktofam,suppfam,strainfam,suppfriend,strainfriend,suppspouse,strainspouse,mindful,ratelife,rateday
MALE,8,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,70,NA,NA,8.25,6,42,7,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.25,4,1.25,3.666666667,2,33,7,9
FEMALE,6,FAIR,FAIR,LESS,OTHER (SPECIFY),< 18,SEPARATED,ASSOC DEGREE,SELF-EMPLOYED,58,10,NA,6,8,47,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,GOOD,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,56,50,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,POOR,EXCELLENT,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,RETIRED,78,NA,50000,7.625,8.833333333,31,9,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2,3.5,2,4,2,9,8,7
MALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,SEPARATED,SOME COLLEGE,SELF-EMPLOYED,65,90,1000,8.25,8,42,9,30,13,6,NA,6,1.166666667,16,10,3.5,1.25,3.75,1.5,3.833333333,1.333333333,38,9,7
MALE,8,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,MASTER'S DEGREE,NA,76,NA,72000,7.875,6,31,9,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,4,2,2.666666667,3.5,27,9,9
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,44,48,112000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,55,40,35000,7.375,7,49,6,24,10,6,9,18,2.5,7,7,3.5,2.5,2.5,2,3.333333333,3,41,8,8
FEMALE,6,VERY GOOD,VERY GOOD,MORE,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,61,50,48,7.375,7,44,3,17,17,6,12,10,1.666666667,10,14,4,1.5,4,1.25,3.666666667,2,35,9,9
MALE,12,GOOD,EXCELLENT,MORE,WHITE,< 18,MARRIED,SOME COLLEGE,LOOKING FOR WORK/UNEMPLOYED,52,NA,9000,5.875,7,40,3,15,15,5,3,30,2.666666667,12,14,3,3.25,1.75,1.5,3.333333333,2.333333333,23,7,8
FEMALE,10,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,DOCTORAL OR PROF DEGREE,WORKING NOW,57,7,1.00E+05,8.25,7.5,37,8,16,11,8,13,12,1.833333333,12,12,3,3,3,2,NA,NA,36,8,9
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,HOMEMAKER,70,NA,NA,9.666666667,6,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,4,1.833333333,45,10,10
MALE,6,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,23-30,MARRIED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,74,20,175000,8.75,7,47,9,28,13,7,NA,6,1.5,6,9,3,2,3.5,1,3.666666667,2.5,9,8,8
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,SOME COLLEGE,RETIRED,72,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,WIDOWED,SOME K12,RETIRED,62,NA,24000,6,6,33,9,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,4,1,1.5,3.833333333,NA,5,8
MALE,7,FAIR,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,SOME COLLEGE,WORKING NOW,45,40,70000,6.25,8,35,7,24,13,7,7,13,1.5,13,11,3.75,2,3.5,2,3.166666667,1.5,27,7,6
MALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,58,50,1.00E+05,7.5,7.5,48,7,24,13,6,9,13,1.166666667,15,10,4,2,3.75,1.25,4,1.833333333,41,7,8
FEMALE,8,FAIR,GOOD,LESS,WHITE,NA,MARRIED,ASSOC DEGREE,NA,71,NA,0,7.875,4,31,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,4,1.25,3.333333333,3,35,9,9
FEMALE,6,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,18-22,MARRIED,MASTER'S DEGREE,RETIRED,60,NA,80000,7.75,7,41,5,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,1,3.333333333,1.5,45,8,7
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,NEVER MARRIED,SOME COLLEGE,SELF-EMPLOYED,58,20,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,2,FAIR,VERY GOOD,LESS,OTHER (SPECIFY),18-22,SEPARATED,MASTER'S DEGREE,LOOKING FOR WORK/UNEMPLOYED,48,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,NA,MARRIED,SOME COLLEGE,NA,72,NA,NA,9.75,8,43,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,4,2,4,2.166666667,45,10,10
MALE,12,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,SOME COLLEGE,RETIRED,63,NA,61000,6.125,8,40,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,3.5,2.5,4,2.166666667,30,7,9
MALE,6,EXCELLENT,VERY GOOD,LESS,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,54,38,54000,7.25,4,47,5,17,11,7,7,14,2.333333333,10,7,3.5,1.5,3,1.75,NA,NA,26,8,9
FEMALE,6,POOR,POOR,ABOUT THE SAME,WHITE,NA,NEVER MARRIED,MASTER'S DEGREE,NA,65,NA,50000,5,8,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.5,3.75,2.25,NA,NA,38,6,7
MALE,6,GOOD,GOOD,MORE,WHITE,< 18,DIVORCED,MASTER'S DEGREE,WORKING NOW,68,40,75000,4.666666667,8,25,2,15,17,5,6,25,3,9,12,2.75,2.25,2.5,2.25,NA,NA,NA,5,5
MALE,8,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,43,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,46,45,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,65,45,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,9,GOOD,GOOD,LESS,WHITE,18-22,DIVORCED,HIGH SCHOOL/GED,RETIRED,65,NA,7000,7.25,5,38,10,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,NA,NA,32,8,6
FEMALE,6,GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,49,30,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,SOME COLLEGE,WORKING NOW,61,40,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,VERY GOOD,GOOD,MORE,WHITE,NA,MARRIED,MASTER'S DEGREE,NA,66,NA,NA,8.25,7,41,9,16,8,8,12,6,1,4,4,3.75,2.75,3.5,2.5,3.666666667,2.5,45,9,10
MALE,8,GOOD,VERY GOOD,LESS,BLACK AND/OR AFRICAN AMERICAN,18-22,WIDOWED,ASSOC DEGREE,OTHER,57,NA,36000,8,8,44,8,29,14,8,6,7,1.333333333,11,8,3.25,2.25,2.75,2.5,NA,NA,37,8,7
MALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,46,50,NA,9.125,6,38,8,24,17,6,NA,9,1.166666667,9,12,3.5,1.75,2.75,1.25,3.833333333,1.166666667,26,9,7
FEMALE,6,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,DIVORCED,BACHELOR'S DEGREE,RETIRED,65,NA,41000,7.75,9,26,10,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.75,3.25,2.75,NA,NA,9,8,8
MALE,7,VERY GOOD,FAIR,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,55,40,60000,8.25,7.5,38,9,22,13,8,12,11,1.666666667,12,11,4,1.5,3.5,2,3.833333333,1.666666667,36,8,6
FEMALE,6,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,SOME COLLEGE,NA,85,NA,NA,8.333333333,7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1,NA,NA,33,9,9
MALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,SOME COLLEGE,WORKING NOW,65,46,48000,8.333333333,7,28,6,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,3,1,4,2.833333333,27,NA,6
FEMALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,NA,MARRIED,HIGH SCHOOL/GED,RETIRED,78,NA,NA,7,8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,SELF-EMPLOYED,49,2,1000,7.375,8,43,4,20,10,NA,NA,6,2.166666667,10,7,3.5,1.75,3.25,1.5,4,2,32,9,8
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,SOME COLLEGE,RETIRED,67,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,72,NA,60,8,8.5,39,7,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,4,1.25,4,2,36,9,8
MALE,7,FAIR,POOR,ABOUT THE SAME,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,49,40,40000,5.25,8,30,4,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3.25,3.25,2.25,NA,NA,38,3,6
FEMALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,SEPARATED,DOCTORAL OR PROF DEGREE,WORKING NOW,73,16,90000,7.75,6,43,8,17,14,7,8,10,1,14,9,2.75,2,2.75,2,NA,NA,39,8,8
MALE,6,POOR,FAIR,ABOUT THE SAME,BLACK AND/OR AFRICAN AMERICAN,23-30,MARRIED,HIGH SCHOOL/GED,RETIRED,63,NA,40000,4.666666667,5.333333333,29,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,5,5
MALE,4,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,54,40,7.00E+05,8.125,8.25,42,7,27,7,7,7,7,2.833333333,11,8,2.75,3,3.75,1.5,3.166666667,2.5,30,9,7
FEMALE,6,GOOD,GOOD,MORE,BLACK AND/OR AFRICAN AMERICAN,18-22,NEVER MARRIED,BACHELOR'S DEGREE,RETIRED,74,NA,28000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,ASIAN,23-30,DIVORCED,MASTER'S DEGREE,WORKING NOW,61,40,91000,8.75,6.5,41,8,22,16,3,8,10,1.166666667,10,11,2.25,2,2.75,1.5,NA,NA,34,9,10
FEMALE,6,GOOD,VERY GOOD,MORE,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,66,25,24000,8.875,9.5,42,10,23,9,7,13,6,1.166666667,13,10,3.75,1.25,2.5,1,4,1.166666667,38,9,7
MALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,50,50,360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,8,GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,54,55,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,NEVER MARRIED,MASTER'S DEGREE,RETIRED,68,NA,28000,6,8,36,4,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.5,4,1.5,NA,NA,36,6,4
FEMALE,7,GOOD,GOOD,LESS,WHITE,18-22,DIVORCED,ASSOC DEGREE,WORKING NOW,48,40,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,WIDOWED,ASSOC DEGREE,RETIRED,77,NA,17000,7.5,7,38,6,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2.75,1.75,NA,NA,35,8,8
FEMALE,6,GOOD,FAIR,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,SELF-EMPLOYED,77,0,NA,7.75,8,39,9,28,15,NA,NA,6,1.166666667,15,8,4,2,3.5,2,4,2,41,8,6
MALE,8,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,23-30,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,54,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,SELF-EMPLOYED,61,40,30000,6.125,8,23,3,23,14,8,NA,11,2.166666667,10,12,3.5,2.25,3.25,1.5,3.5,2.666666667,37,8,8
FEMALE,7,FAIR,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,HIGH SCHOOL/GED,NA,86,NA,20000,7,9,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.75,2.75,2,NA,NA,27,7,9
MALE,8,EXCELLENT,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,66,6,60000,9.125,7,44,9,24,7,7,7,6,1,9,4,3.5,1.25,3.5,2,4,1.666666667,35,9,8
MALE,6,GOOD,GOOD,LESS,WHITE,NA,MARRIED,SOME COLLEGE,NA,74,NA,25000,7.833333333,6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2.5,3,2,4,1.833333333,9,7,8
MALE,7,POOR,GOOD,LESS,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,RETIRED,73,NA,18000,7.333333333,4.5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.25,3.5,1.25,3.833333333,1,35,8,8
MALE,2,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,SOME K12,TEMPORARILY LAID OFF,48,55,73500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,GOOD,GOOD,LESS,WHITE,18-22,WIDOWED,HIGH SCHOOL/GED,OTHER,71,NA,54000,7.75,8.5,36,8,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.75,3.75,2.25,NA,NA,34,7,8
FEMALE,7,FAIR,FAIR,MORE,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,50,40,NA,7.875,8,25,7,30,NA,NA,NA,6,2.333333333,13,16,2,2.5,2.25,2.25,3.333333333,3,36,8,9
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,SOME COLLEGE,NA,75,NA,NA,7.666666667,6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,3.75,1.75,NA,NA,44,6,8
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,WIDOWED,ASSOC DEGREE,WORKING NOW,56,42,36000,7.75,6,33,8,17,15,7,12,11,2.166666667,12,11,4,1.25,NA,NA,NA,NA,31,6,7
FEMALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,55,45,28000,7,8,46,8,22,17,8,8,9,1.2,16,12,4,1,4,1,3.166666667,2.5,35,5,5
FEMALE,6,GOOD,GOOD,LESS,BLACK AND/OR AFRICAN AMERICAN,23-30,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,77,72,26000,9.25,6,40.83333333,10,22,14,7,NA,13,2.166666667,20,13,4,2,3.75,1.25,3.833333333,1.833333333,38,10,9
MALE,6,EXCELLENT,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,62,50,24000,7.5,6,27,7,30,17,9,14,7,1.166666667,11,13,3,1,3,1,3.666666667,1.833333333,28,4,5
FEMALE,7,EXCELLENT,FAIR,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,52,40,50000,7.375,6,38,6,29,13,4,9,6,1.5,11,7,3.5,2.25,3,2.25,3.5,2.5,27,7,7
FEMALE,7,EXCELLENT,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,NA,47,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,HOMEMAKER,45,NA,2.00E+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,EXCELLENT,VERY GOOD,LESS,WHITE,18-22,MARRIED,MASTER'S DEGREE,RETIRED,63,NA,77000,7,6,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,4,1.5,4,1.5,44,7,7
FEMALE,8,GOOD,GOOD,LESS,WHITE,< 18,MARRIED,SOME COLLEGE,RETIRED,79,NA,NA,8.666666667,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,3.5,1.75,4,1.666666667,39,10,9
FEMALE,8,GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,55,29,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,HIGH SCHOOL/GED,NA,69,NA,NA,8.5,8,38,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,NA,NA,35,8,8
MALE,6,FAIR,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,76,NA,1180,6.25,7.25,26,4,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2,2.75,1.25,3.833333333,3.333333333,37,7,5
MALE,7,GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,54,40,116000,7.75,6.5,46,8,24,17,8,10,13,1.166666667,12,10,3.75,2,3.75,2,4,1.166666667,39,8,5
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,DIVORCED,SOME GRADUATE SCHOOL,RETIRED,82,NA,52000,8.25,6,41,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,4,2,NA,NA,36,8,8
MALE,7,EXCELLENT,EXCELLENT,ABOUT THE SAME,OTHER (SPECIFY),18-22,MARRIED,MASTER'S DEGREE,RETIRED,65,NA,1.00E+05,9.75,8,43,10,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.25,3.25,2,3.833333333,1.5,19,10,8
MALE,6,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,DOCTORAL OR PROF DEGREE,WORKING NOW,49,50,130000,8,7,32,8,28,15,8,12,9,1.333333333,13,13,3,2,3,2,3.833333333,2.166666667,29,8,7
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,OVER 30,WIDOWED,ASSOC DEGREE,WORKING NOW,67,6,30000,8.5,7,45,9,26,8,NA,NA,6,1,7,4,4,2,4,1,NA,NA,36,9,10
FEMALE,7,FAIR,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,SOME GRADUATE SCHOOL,NA,75,NA,48000,7.75,6,45,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2.25,NA,NA,34,8,7
FEMALE,7,GOOD,VERY GOOD,LESS,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,54,58,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,MASTER'S DEGREE,HOMEMAKER,56,4,50000,8.25,6.5,43,8,21,15,7,13,7,1,14,8,4,2,4,1.5,4,2,43,8,8
FEMALE,7,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,SELF-EMPLOYED,55,40,1.00E+05,8.375,8,46,9,29,12,6,NA,6,1.166666667,13,8,4,2,4,2,4,2,43,8,8
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,RETIRED,68,NA,NA,8.625,7.5,40,8,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.75,2.75,1,4,1.5,42,9,8
MALE,6,GOOD,GOOD,MORE,WHITE,< 18,NEVER MARRIED,BACHELOR'S DEGREE,WORKING NOW,53,43,52000,9,9,38,10,24,12,10,12,10,1.5,14,15,4,2.25,4,1.5,NA,NA,35,9,9
FEMALE,7,GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,59,40,26000,8.5,5,48,8,21,14,9,14,6,1.333333333,7,7,4,2.25,3.75,2.25,3.833333333,2.166666667,37,8,9
MALE,6,GOOD,FAIR,ABOUT THE SAME,WHITE,< 18,DIVORCED,SOME COLLEGE,WORKING NOW,47,40,66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,FAIR,GOOD,LESS,BLACK AND/OR AFRICAN AMERICAN,NA,MARRIED,HIGH SCHOOL/GED,NA,50,NA,8400,5,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,3.75,1.25,NA,NA,44,6,7
FEMALE,6,GOOD,FAIR,ABOUT THE SAME,WHITE,NA,WIDOWED,ASSOC DEGREE,NA,76,NA,NA,7.75,6,29,5,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2,3,2,NA,NA,33,10,10
FEMALE,6,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,WIDOWED,SOME COLLEGE,WORKING NOW,71,40,52000,8.25,6.5,35,9,22,16,6,12,8,1.333333333,12,12,4,2.25,4,1.25,NA,NA,36,8,9
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,DOCTORAL OR PROF DEGREE,NA,89,NA,1100,8.333333333,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,NA,NA,45,8,8
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,NA,MARRIED,SOME K12,NA,76,NA,NA,9.5,5.5,35,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,4,1.166666667,41.625,10,10
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,65,35,48000,8,6.5,38,8,28,17,8,NA,10,1,12,11,3.75,2.75,3,2,3.833333333,2.166666667,35,9,7
FEMALE,7,EXCELLENT,VERY GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,HOMEMAKER,55,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,MASTER'S DEGREE,NA,79,NA,35000,8,8,42,8,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.5,1.75,2.25,4,1.666666667,24,7,8
MALE,8,GOOD,FAIR,MORE,WHITE,< 18,WIDOWED,NA,SELF-EMPLOYED,56,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,DIVORCED,SOME COLLEGE,WORKING NOW,70,40,52000,9.5,7,41,9,16,11,7,9,10,2.166666667,10,7,3.5,1.5,2.5,2,NA,NA,30,9,9
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,BLACK AND/OR AFRICAN AMERICAN,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,65,40,65000,7.75,6,49,10,22,17,8,9,14,1,17,12,4,2.25,3.75,1.5,1,4,45,8,9
MALE,6,POOR,FAIR,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,49,40,56000,4.5,5,20,7,25,12,5,11,8,2.166666667,8,9,1,3.25,1.25,2,1,2.833333333,27,3,5
MALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,86,NA,NA,8.75,3,27,8,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2,3.25,2.25,3.666666667,2,32,9,8
MALE,6,FAIR,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,WORKING NOW,57,60,NA,7.5,6,43,5,20,17,6,10,23,1.666666667,12,13,3.75,1.5,2.5,2,3.833333333,2.666666667,36,8,9
